,lambda,env.beta,seed,sigma2x,kappa,nsamp,section,npres,uns_nsamp,Model,MAE,correlation,worst,best,tot_cpu,sim
Total3462,-3,1.2,432938,1,0.05,250,midbottom,15,364,correlation_str,0.655976918,0.64869506,"61, 361, 41, 101, 121, 181, 201, 281, 321, 381, 1, 141, 221, 261, 301, 341, 21, 161","1, 21, 81, 101, 121, 141, 161, 181, 201, 221, 261, 301, 321, 341, 61, 241, 361, 41",60.94049931,376
Total3463,-3,1.2,432938,1,0.05,250,midbottom,15,364,correlation_uns,1.093883096,0.431724768,"241, 301, 321, 381, 1, 41, 61, 81, 121, 141, 161, 201, 221","21, 61, 101, 181, 201, 261, 341, 281, 361, 381, 41, 121, 141, 161, 221, 301",60.94049931,376
Total3464,-3,1.2,432938,1,0.05,250,midbottom,15,364,correlationbias_str,0.526930728,0.720303705,"61, 141, 361, 41, 81, 101, 121, 181, 201, 241, 281, 321, 381, 1, 221, 261, 301, 341, 21, 161","1, 21, 81, 101, 121, 161, 181, 201, 241, 261, 281, 301, 321, 341, 381, 61, 141, 221, 361, 41",52.95886302,376
Total3465,-3,1.2,432938,1,0.05,250,midbottom,15,364,correlationbias_uns,0.401007034,0.715807501,"1, 61, 81, 141, 261, 341, 41, 101, 121, 181, 201, 301, 381, 21, 161, 221, 241, 281, 361","21, 121, 321, 341, 381, 1, 101, 261, 301, 41, 61, 161, 221, 241",52.95886302,376
Total3466,-3,1.2,432938,1,0.05,250,midtop,20,364,structured,0.928076169,0.156441333,"1, 21, 41, 61, 81, 101, 161, 181, 241, 261, 321, 121, 201, 281, 301, 361, 381, 221","61, 181, 261, 341, 21, 221, 301, 361, 381, 41, 81, 101, 121, 161, 201, 241, 281, 321, 1, 141",111.6439309,377
Total3467,-3,1.2,432938,1,0.05,250,midtop,20,364,joint,1.153993878,0.461165747,"41, 61, 141, 221, 301, 361, 381, 121, 201, 281","1, 21, 81, 101, 161, 181, 241, 261, 321, 341, 381, 361, 41, 121, 201, 281",56.1743691,377
Total3468,-3,1.2,432938,1,0.05,250,midtop,20,364,jointcov,0.476585248,0.696295826,"1, 21, 61, 81, 161, 361, 41, 101, 121, 181, 201, 281, 301, 381, 141, 261, 341, 221, 241","101, 181, 201, 221, 261, 281, 301, 341, 381, 1, 21, 61, 361, 41, 161, 241, 81, 121, 141",61.47253323,377
Total3469,-3,1.2,432938,1,0.05,250,midtop,20,364,covariate,0.979776071,0.249915099,"1, 21, 41, 61, 81, 101, 161, 181, 241, 261, 321, 121, 201, 281, 361, 381","61, 261, 341, 141, 221, 21, 101, 121, 161, 201, 241, 281, 301, 321, 361, 381, 1, 41, 81, 181",21.61950397,377
Total3470,-3,1.2,432938,1,0.05,250,midtop,20,364,covariatebias,0.772178805,0.21479765,"1, 41, 61, 81, 241, 321, 121, 161, 181, 201, 261, 281, 301, 361, 381, 221","21, 101, 141, 161, 181, 241, 261, 341, 221, 121, 201, 281, 321, 361, 381, 1, 41, 61, 301",19.19332242,377
Total3471,-3,1.2,432938,1,0.05,250,midtop,20,364,correlation_str,1.062449561,0.451705019,"1, 21, 41, 61, 81, 101, 121, 141, 181, 201, 221, 261, 281, 301, 361, 381, 161, 241","341, 301, 21, 61, 81, 101, 121, 141, 161, 201, 241, 261, 281, 321, 361, 381, 1, 41, 181, 221",61.89932966,377
Total3472,-3,1.2,432938,1,0.05,250,midtop,20,364,correlation_uns,1.120401213,0.427316323,"61, 221, 241, 301, 321, 381, 1, 41, 81, 121, 141, 161, 201","21, 101, 121, 181, 201, 261, 341, 281, 301, 361, 381, 41, 61, 141, 161, 221",61.89932966,377
Total3473,-3,1.2,432938,1,0.05,250,midtop,20,364,correlationbias_str,0.76223559,0.485059618,"1, 21, 41, 81, 101, 161, 181, 241, 261, 321, 361, 61, 121, 141, 201, 281, 381, 301","61, 141, 261, 341, 21, 221, 101, 121, 161, 201, 241, 281, 301, 321, 361, 381, 1, 41, 81, 181",55.08806586,377
Total3474,-3,1.2,432938,1,0.05,250,midtop,20,364,correlationbias_uns,0.429883044,0.68139117,"1, 61, 81, 141, 341, 41, 101, 121, 181, 201, 221, 301, 381, 161, 241, 281, 361","41, 121, 281, 341, 381, 1, 61, 81, 101, 261, 301, 141, 201, 221, 321, 21, 241",55.08806586,377
Total3475,-3,1.2,432938,1,0.05,250,whole,32,364,structured,0.574259735,0.244464271,"61, 181, 261, 341, 81, 121, 161, 201, 241, 281, 301, 321, 361, 381, 1, 41, 141, 221","41, 61, 101, 121, 201, 241, 281, 301, 361, 381, 21, 141, 181, 221, 261, 81, 161",152.7136147,378
Total3476,-3,1.2,432938,1,0.05,250,whole,32,364,joint,1.0406862,0.479708409,"41, 281, 301, 361, 381, 61, 121, 141, 201, 221","1, 21, 61, 81, 101, 181, 241, 261, 321, 341, 381, 361, 41, 121, 201, 281",68.69087267,378
Total3477,-3,1.2,432938,1,0.05,250,whole,32,364,jointcov,0.40259746,0.727409988,"1, 61, 81, 141, 281, 341, 361, 41, 101, 121, 181, 201, 301, 381, 261, 161, 221, 241","41, 61, 261, 281, 301, 321, 341, 381, 1, 101, 221, 21, 161, 181, 241",69.36607146,378
Total3478,-3,1.2,432938,1,0.05,250,whole,32,364,covariate,0.606172759,0.375784374,"1, 61, 81, 141, 161, 241, 341, 41, 101, 121, 181, 201, 281, 301, 321, 361, 381, 261, 221","1, 21, 101, 121, 141, 161, 181, 201, 241, 281, 301, 381, 61, 221, 341, 41, 81, 321, 361, 261",14.45258856,378
Total3479,-3,1.2,432938,1,0.05,250,whole,32,364,covariatebias,0.582400623,0.3826442,"1, 61, 81, 141, 161, 241, 341, 41, 101, 121, 181, 201, 281, 301, 321, 361, 381, 261, 221","1, 21, 101, 121, 141, 161, 181, 201, 241, 281, 301, 341, 381, 61, 221, 361, 41, 81, 321, 261",24.12889528,378
Total3480,-3,1.2,432938,1,0.05,250,whole,32,364,correlation_str,0.534609642,0.601782072,"61, 281, 361, 381, 21, 41, 101, 121, 141, 181, 201, 241, 321, 1, 261, 341, 81, 221, 301","1, 21, 81, 101, 121, 161, 181, 201, 221, 301, 321, 341, 141, 241, 281, 361, 381, 41, 261",64.94955897,378
Total3481,-3,1.2,432938,1,0.05,250,whole,32,364,correlation_uns,1.092682709,0.433776051,"241, 301, 321, 381, 1, 41, 61, 81, 121, 141, 161, 201, 221","21, 61, 101, 181, 261, 341, 281, 301, 361, 381, 41, 121, 201, 141, 161, 221",64.94955897,378
Total3482,-3,1.2,432938,1,0.05,250,whole,32,364,correlationbias_str,0.438355645,0.678648939,"61, 141, 341, 361, 41, 101, 121, 181, 201, 241, 281, 301, 321, 381, 1, 261, 161, 221","21, 161, 181, 241, 261, 281, 301, 321, 381, 1, 61, 81, 101, 341, 41, 201, 361, 141",59.95200038,378
Total3483,-3,1.2,432938,1,0.05,250,whole,32,364,correlationbias_uns,0.386579427,0.728386886,"1, 61, 81, 141, 261, 341, 41, 101, 121, 181, 201, 301, 381, 21, 161, 221, 241, 281, 361","61, 241, 301, 381, 1, 141, 261, 341, 361, 41, 101, 161, 221, 281, 321, 21",59.95200038,378
Total3484,-3,1.2,432938,1,0.05,250,whole,32,364,unstructured,2.259596209,0.419782067,"41, 61, 221, 301, 361, 381, 121, 141, 201, 281","161, 241, 261, 321, 341, 1, 21, 81, 181",34.9049902,378
Total3485,-3,1.2,432938,1,0.05,250,whole,32,364,unstructuredcov,4.675517207,0.620357417,"1, 21, 81, 101, 161, 241, 41, 121, 181, 201, 321, 261, 341","61, 141, 221, 261, 301, 341, 381, 21, 121, 361, 41, 201, 281",34.50813317,378
Total3486,-3,1.2,918991,1,0.05,250,left,7,294,structured,0.646398968,0.295612073,"1, 21, 41, 61, 81, 101, 181, 261, 341, 161, 201, 241, 281, 361, 141, 221, 301, 381","1, 41, 81, 121, 181, 201, 221, 241, 61, 161, 281, 361, 381, 21, 321, 341, 101, 141, 261",17.08863616,379
Total3487,-3,1.2,918991,1,0.05,250,left,7,294,joint,1.997069272,0.227352129,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381","1, 81, 161, 241, 321, 181, 261, 21, 101, 341",53.46953535,379
Total3488,-3,1.2,918991,1,0.05,250,left,7,294,jointcov,0.388498226,0.845473643,"1, 21, 41, 61, 101, 121, 141, 181, 201, 221, 241, 281, 301, 321, 361, 381, 261, 161","21, 81, 121, 161, 201, 241, 281, 321, 341, 101, 261, 1, 141, 361, 381, 41, 301",59.27967072,379
Total3489,-3,1.2,918991,1,0.05,250,left,7,294,covariate,0.8833388,0.232505395,"21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 361, 1, 161, 241","1, 21, 81, 161, 241, 321, 61, 101, 141, 181, 201, 221, 261, 281, 301, 341, 381, 41, 121",17.49637008,379
Total3490,-3,1.2,918991,1,0.05,250,left,7,294,covariatebias,0.749045025,0.207870833,"21, 41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 301, 321, 341, 1, 81, 161, 241, 361, 381","1, 81, 241, 361, 381, 41, 161, 201, 301, 321, 61, 101, 121, 141, 181, 221, 261, 281, 341, 21",14.71844554,379
Total3491,-3,1.2,918991,1,0.05,250,left,7,294,correlation_str,0.854691116,0.325024186,"41, 121, 201, 221, 281, 301, 361, 381, 61, 141","1, 21, 41, 81, 101, 121, 161, 181, 201, 261, 281, 321, 341, 241, 361",55.7806654,379
Total3492,-3,1.2,918991,1,0.05,250,left,7,294,correlation_uns,1.349442972,0.227270473,"41, 81, 121, 221, 281, 301, 361, 381, 61, 141, 201, 241, 321, 1, 161","41, 101, 121, 181, 201, 261, 281, 341, 361, 21, 381",55.7806654,379
Total3493,-3,1.2,918991,1,0.05,250,left,7,294,correlationbias_str,0.482153705,0.716268801,"21, 41, 81, 101, 181, 261, 281, 301, 341, 361, 381, 161, 201, 241, 61, 141, 221","1, 41, 61, 81, 121, 141, 161, 201, 221, 261, 281, 301, 321, 361, 381, 241, 341, 101",43.18141246,379
Total3494,-3,1.2,918991,1,0.05,250,left,7,294,correlationbias_uns,0.362045838,0.845034196,"21, 41, 101, 121, 181, 201, 221, 261, 281, 301, 341, 361, 381, 61, 321, 141, 241, 81, 161","1, 21, 41, 61, 81, 101, 141, 161, 221, 241, 261, 301, 321, 341, 381, 121, 281, 361, 181, 201",43.18141246,379
Total3495,-3,1.2,918991,1,0.05,250,right,12,294,structured,0.778473439,0.526106139,"61, 81, 101, 261, 341, 1, 21, 121, 161, 181, 201, 241, 281, 321, 361, 41, 381, 141","1, 21, 41, 81, 121, 161, 181, 201, 221, 241, 261, 281, 301, 321, 381, 61, 141",17.2706871,380
Total3496,-3,1.2,918991,1,0.05,250,right,12,294,joint,1.798429582,0.204573766,"1, 81, 161, 241, 321, 181, 261, 21, 101, 341","41, 61, 121, 141, 201, 221, 281, 301, 361, 381",47.33924317,380
Total3497,-3,1.2,918991,1,0.05,250,right,12,294,jointcov,0.391143277,0.835460464,"21, 41, 61, 101, 181, 261, 281, 341, 361, 381, 161, 201, 241, 321, 141, 1, 81","1, 21, 61, 81, 101, 121, 141, 181, 201, 221, 261, 281, 301, 321, 361, 381, 41, 161, 241",56.57641244,380
Total3498,-3,1.2,918991,1,0.05,250,right,12,294,covariate,1.591389034,0.065223937,"1, 21, 81, 101, 181, 261, 321, 341, 161, 201, 241, 281, 361, 41","21, 81, 101, 181, 221, 281, 301, 361, 381, 41, 61, 121, 141, 201",15.95446777,380
Total3499,-3,1.2,918991,1,0.05,250,right,12,294,covariatebias,1.200001194,0.231139066,"1, 21, 41, 81, 101, 181, 261, 281, 321, 341, 121, 161, 201, 241, 361","1, 21, 81, 101, 161, 181, 221, 281, 301, 361, 381, 41, 61, 121, 141, 201, 241, 321",14.90571117,380
Total3500,-3,1.2,918991,1,0.05,250,right,12,294,correlation_str,1.334474852,0.28178673,"1, 21, 81, 261, 321, 341, 101, 161, 181, 201, 241, 281, 361","21, 41, 81, 101, 121, 181, 201, 221, 281, 301, 361, 381, 61, 141",52.72119927,380
Total3501,-3,1.2,918991,1,0.05,250,right,12,294,correlation_uns,1.330274195,0.224016971,"41, 81, 221, 281, 301, 361, 381, 61, 141, 201, 241, 321, 1, 161","41, 101, 121, 181, 201, 261, 281, 341, 361, 21",52.72119927,380
Total3502,-3,1.2,918991,1,0.05,250,right,12,294,correlationbias_str,0.824518791,0.462902825,"101, 341, 21, 161, 181, 201, 241, 261, 281, 321, 361, 1, 41, 381, 61, 81, 121","1, 21, 41, 81, 121, 161, 201, 221, 241, 261, 281, 301, 361, 381, 61, 141, 321",44.94119668,380
Total3503,-3,1.2,918991,1,0.05,250,right,12,294,correlationbias_uns,0.363064557,0.842602953,"21, 41, 101, 121, 181, 201, 221, 261, 281, 301, 341, 361, 381, 61, 321, 141, 241, 81, 161","1, 21, 61, 81, 101, 141, 161, 221, 241, 261, 301, 321, 341, 381, 41, 281, 361, 121, 181, 201",44.94119668,380
Total3504,-3,1.2,918991,1,0.05,250,midleft,20,294,structured,0.631573427,0.332669858,"1, 21, 41, 61, 81, 101, 181, 261, 341, 161, 201, 241, 281, 361, 141, 221, 301, 381","1, 41, 81, 121, 181, 201, 241, 281, 301, 361, 381, 61, 141, 221, 21, 321, 341, 101, 261",72.54222798,381
Total3505,-3,1.2,918991,1,0.05,250,midleft,20,294,joint,1.555931129,0.226039908,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381","1, 21, 81, 101, 161, 241, 261, 321, 341, 181",57.91850042,381
Total3506,-3,1.2,918991,1,0.05,250,midleft,20,294,jointcov,0.408121649,0.82093259,"21, 41, 61, 121, 141, 201, 221, 281, 301, 341, 361, 381, 181, 261, 101, 161, 241, 321","21, 41, 61, 81, 101, 121, 161, 201, 241, 261, 281, 321, 341, 1, 181, 361, 141, 381, 301",64.51516438,381
Total3507,-3,1.2,918991,1,0.05,250,midleft,20,294,covariate,1.022381526,0.028456977,"221, 281, 301, 361, 381, 41, 61, 121, 141, 201","21, 41, 81, 101, 121, 161, 181, 201, 241, 281, 1, 321, 261, 341",20.06177497,381
Total3508,-3,1.2,918991,1,0.05,250,midleft,20,294,covariatebias,0.65998405,0.271916417,"1, 21, 81, 261, 321, 341, 361, 101, 161, 181, 201, 241, 281, 61, 141, 221, 301, 381","21, 61, 101, 121, 141, 161, 181, 201, 221, 241, 281, 361, 381, 81, 301, 321, 1, 41, 261, 341",19.19906497,381
Total3509,-3,1.2,918991,1,0.05,250,midleft,20,294,correlation_str,1.133119581,0.238307863,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381","41, 81, 101, 161, 181, 241, 261, 321, 341, 1, 21, 201, 281, 361",58.33444166,381
Total3510,-3,1.2,918991,1,0.05,250,midleft,20,294,correlation_uns,1.359468869,0.235971999,"41, 121, 221, 281, 301, 361, 381, 61, 141, 181, 201, 241, 321, 1, 81, 161","41, 101, 121, 181, 201, 261, 281, 341, 361, 21, 381",58.33444166,381
Total3511,-3,1.2,918991,1,0.05,250,midleft,20,294,correlationbias_str,0.465027081,0.766764746,"21, 41, 61, 121, 141, 201, 221, 261, 281, 301, 321, 341, 361, 381, 161, 181, 241","1, 61, 81, 101, 121, 161, 181, 201, 281, 321, 221, 241, 261, 361, 21, 41, 141, 341, 381",54.46450782,381
Total3512,-3,1.2,918991,1,0.05,250,midleft,20,294,correlationbias_uns,0.386668623,0.828816249,"21, 41, 61, 121, 201, 221, 261, 281, 301, 341, 361, 381, 161, 181, 241, 321, 101, 141, 1, 81","1, 81, 101, 121, 161, 201, 221, 241, 261, 281, 301, 21, 141, 321, 61, 181, 341, 361, 41, 381",54.46450782,381
Total3513,-3,1.2,918991,1,0.05,250,midright,28,294,structured,0.533300939,0.609042225,"1, 21, 61, 81, 101, 161, 181, 321, 341, 361, 201, 261, 281, 41, 141, 241, 381, 221, 301","1, 41, 101, 121, 161, 181, 201, 241, 281, 301, 341, 361, 381, 61, 141, 221, 321, 81, 21",153.5768657,382
Total3514,-3,1.2,918991,1,0.05,250,midright,28,294,joint,1.291874175,0.303111567,"1, 81, 161, 241, 321, 181, 261, 21, 101, 341","41, 121, 141, 201, 221, 281, 301, 361, 381, 61, 21, 101",62.41886187,382
Total3515,-3,1.2,918991,1,0.05,250,midright,28,294,jointcov,0.369239209,0.860581334,"21, 41, 61, 101, 141, 181, 221, 261, 281, 341, 361, 381, 161, 201, 321, 241, 81, 121","1, 21, 41, 81, 101, 121, 161, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 61, 141, 181",66.60217166,382
Total3516,-3,1.2,918991,1,0.05,250,midright,28,294,covariate,0.842217238,0.497393106,"1, 21, 61, 81, 101, 161, 181, 241, 261, 321","21, 101, 121, 181, 201, 281, 341, 361, 381, 61, 141, 221, 261, 301, 41",18.12330985,382
Total3517,-3,1.2,918991,1,0.05,250,midright,28,294,covariatebias,0.515429989,0.638396096,"1, 21, 41, 61, 81, 101, 141, 161, 181, 221, 321, 201, 261, 281, 341, 361, 241, 381, 121, 301","81, 101, 161, 201, 241, 261, 281, 341, 361, 381, 1, 21, 41, 61, 121, 141, 221, 301, 321",19.07960343,382
Total3518,-3,1.2,918991,1,0.05,250,midright,28,294,correlation_str,1.016862632,0.376239255,"1, 21, 81, 101, 161, 181, 241, 261, 321","41, 121, 201, 221, 281, 341, 361, 381, 61, 101, 141, 181, 301",63.79072833,382
Total3519,-3,1.2,918991,1,0.05,250,midright,28,294,correlation_uns,1.34809914,0.2224286,"41, 61, 81, 121, 141, 201, 221, 281, 301, 361, 381, 241, 321, 1, 161","41, 101, 121, 181, 201, 261, 281, 341, 361, 21, 381",63.79072833,382
Total3520,-3,1.2,918991,1,0.05,250,midright,28,294,correlationbias_str,0.485688036,0.684156205,"1, 21, 61, 81, 101, 141, 161, 181, 241, 321, 361, 201, 261, 281, 341, 41, 381, 121, 221, 301","21, 121, 201, 221, 281, 321, 341, 361, 381, 41, 61, 81, 141, 161, 301, 1, 241, 101, 261",51.20676088,382
Total3521,-3,1.2,918991,1,0.05,250,midright,28,294,correlationbias_uns,0.351952206,0.851707667,"21, 41, 101, 121, 181, 201, 221, 261, 281, 301, 341, 361, 381, 61, 321, 141, 241, 81, 161","1, 21, 41, 61, 81, 141, 161, 221, 241, 261, 321, 341, 381, 121, 281, 301, 361, 101, 181, 201",51.20676088,382
Total3522,-3,1.2,918991,1,0.05,250,bottom,9,294,structured,7.756484552,-0.491377626,"381, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 361","1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 341, 381",69.48189163,383
Total3523,-3,1.2,918991,1,0.05,250,bottom,9,294,joint,1.236077916,0.224746018,"1, 61, 161, 181, 201, 241, 301, 321, 381, 81, 141, 221","41, 61, 101, 121, 141, 181, 201, 221, 261, 281, 341, 361, 21",55.20762467,383
Total3524,-3,1.2,918991,1,0.05,250,bottom,9,294,jointcov,0.778651571,0.860299259,"21, 41, 61, 101, 141, 261, 341, 161, 181, 201, 241, 281, 321, 361, 1, 81, 381","1, 81, 101, 121, 161, 181, 201, 241, 281, 301, 321, 361, 381, 41, 61, 141, 221",56.27188945,383
Total3525,-3,1.2,918991,1,0.05,250,bottom,9,294,covariate,0.822394474,-0.208781362,"1, 21, 41, 61, 81, 341, 181, 261, 281, 141, 201, 221, 241, 301, 381, 321","21, 81, 101, 161, 181, 241, 281, 301, 361, 381, 1, 41, 61, 121, 141, 201, 221, 321, 261",13.88148355,383
Total3526,-3,1.2,918991,1,0.05,250,bottom,9,294,covariatebias,0.78604556,0.578474374,"1, 21, 41, 61, 81, 141, 261, 321, 341, 101, 161, 181, 201, 241, 281, 361, 381, 301","21, 81, 101, 161, 181, 241, 281, 301, 321, 361, 381, 1, 41, 61, 121, 141, 201, 221, 261",15.55876589,383
Total3527,-3,1.2,918991,1,0.05,250,bottom,9,294,correlation_str,0.745864593,0.354709687,"21, 41, 61, 81, 241, 321, 341, 1, 161, 181, 261, 281, 381, 101, 141, 221, 301","81, 101, 161, 181, 201, 221, 281, 301, 321, 361, 381, 1, 41, 61, 121, 141, 241, 261, 341, 21",60.34864211,383
Total3528,-3,1.2,918991,1,0.05,250,bottom,9,294,correlation_uns,1.325390783,0.236680873,"221, 281, 361, 381, 41, 61, 141, 201, 241, 301, 321, 1, 81, 161","41, 101, 121, 181, 201, 261, 281, 341, 361, 21",60.34864211,383
Total3529,-3,1.2,918991,1,0.05,250,bottom,9,294,correlationbias_str,0.742848661,0.830863417,"21, 41, 61, 101, 141, 221, 261, 321, 341, 161, 181, 201, 241, 281, 361, 1, 81, 381","1, 81, 101, 121, 161, 181, 201, 241, 281, 301, 321, 361, 381, 41, 61, 141, 221",51.81968117,383
Total3530,-3,1.2,918991,1,0.05,250,bottom,9,294,correlationbias_uns,0.348348371,0.858313156,"1, 21, 121, 181, 281, 301, 341, 361, 381, 41, 61, 201, 261, 321, 101, 141, 241, 81, 161","21, 41, 61, 81, 121, 141, 161, 201, 221, 241, 261, 281, 321, 341, 381, 1, 301, 361, 101, 181",51.81968117,383
Total3531,-3,1.2,918991,1,0.05,250,top,15,294,structured,0.835236336,0.523573611,"1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 241, 261, 281, 301, 321, 361, 381","341, 1, 21, 81, 101, 121, 161, 201, 221, 241, 281, 321, 361, 41, 261, 381, 61, 141, 181, 301",16.40633583,384
Total3532,-3,1.2,918991,1,0.05,250,top,15,294,joint,1.288721945,0.262131874,"41, 61, 121, 141, 201, 221, 281, 301, 361, 381","21, 41, 81, 101, 121, 161, 181, 201, 261, 341, 281, 361, 381",51.69061875,384
Total3533,-3,1.2,918991,1,0.05,250,top,15,294,jointcov,0.381234697,0.833420435,"21, 41, 101, 121, 181, 201, 221, 261, 281, 301, 341, 361, 381, 61, 161, 321, 141, 81, 241","1, 21, 41, 61, 81, 101, 141, 161, 221, 241, 261, 281, 301, 321, 341, 361, 381, 121, 181, 201",57.1739819,384
Total3534,-3,1.2,918991,1,0.05,250,top,15,294,covariate,0.810588374,0.510577394,"1, 21, 41, 61, 81, 101, 121, 141, 181, 201, 221, 261, 281, 301, 341, 161, 241, 321, 361","1, 81, 101, 281, 321, 361, 41, 161, 201, 241, 61, 141, 181, 221, 261, 301, 341, 381, 21",15.19503188,384
Total3535,-3,1.2,918991,1,0.05,250,top,15,294,covariatebias,1.181076951,-0.043931275,"1, 21, 41, 61, 81, 101, 121, 141, 161, 181, 201, 221, 261, 281, 301, 321, 341, 241, 361","21, 81, 101, 181, 61, 141, 161, 201, 221, 241, 261, 281, 301, 321, 341, 361, 381, 1, 41, 121",15.63744426,384
Total3536,-3,1.2,918991,1,0.05,250,top,15,294,correlation_str,0.634718521,0.502438871,"1, 21, 81, 101, 161, 181, 241, 261, 321, 361, 201, 281, 341, 381, 61, 141, 301","41, 101, 141, 201, 221, 361, 381, 1, 21, 121, 241, 301, 321, 61, 281, 341, 161, 261",54.00985026,384
Total3537,-3,1.2,918991,1,0.05,250,top,15,294,correlation_uns,1.339444134,0.228880206,"41, 81, 121, 221, 281, 301, 361, 381, 61, 141, 201, 241, 321, 1, 161","41, 101, 121, 181, 201, 261, 281, 341, 361, 21, 381",54.00985026,384
Total3538,-3,1.2,918991,1,0.05,250,top,15,294,correlationbias_str,0.575711177,0.542102942,"1, 21, 41, 81, 101, 161, 181, 281, 321, 341, 361, 381, 201, 261, 61, 141, 241, 221, 301","21, 61, 101, 121, 141, 161, 221, 241, 261, 281, 301, 341, 361, 381, 1, 321, 81, 181, 201, 41",45.46273327,384
Total3539,-3,1.2,918991,1,0.05,250,top,15,294,correlationbias_uns,0.370278443,0.836196496,"21, 41, 101, 121, 181, 201, 221, 261, 281, 301, 341, 361, 381, 61, 321, 141, 81, 161, 241","1, 21, 61, 81, 101, 161, 221, 241, 261, 301, 321, 341, 381, 41, 141, 281, 361, 121, 181, 201",45.46273327,384
Total3540,-3,1.2,918991,1,0.05,250,midbottom,22,294,structured,0.924780174,-0.357149663,"1, 61, 341, 181, 141, 221, 241, 281, 301, 381, 41, 101, 121, 161, 321","21, 81, 101, 161, 181, 201, 221, 241, 281, 301, 321, 361, 381, 1, 41, 61, 121, 141, 261",174.0138597,385
Total3541,-3,1.2,918991,1,0.05,250,midbottom,22,294,joint,1.106134448,0.249349276,"361, 381, 61, 241, 1, 141, 221, 301, 321, 81, 161, 281","41, 61, 81, 101, 121, 141, 181, 201, 261, 281, 341, 21, 361",63.54992366,385
Total3542,-3,1.2,918991,1,0.05,250,midbottom,22,294,jointcov,0.529688151,0.850808057,"21, 41, 61, 101, 141, 261, 341, 161, 181, 241, 281, 321, 361, 121, 1, 81, 381","1, 81, 101, 121, 161, 181, 201, 221, 241, 281, 321, 361, 381, 41, 61, 141, 301, 21",64.22582889,385
Total3543,-3,1.2,918991,1,0.05,250,midbottom,22,294,covariate,0.699380782,0.059274945,"1, 21, 41, 61, 81, 101, 141, 261, 321, 341, 161, 181, 281, 361, 221, 241, 301, 381","81, 161, 241, 281, 361, 381, 41, 61, 121, 141, 221, 301, 321, 1, 21, 101, 201, 261, 341, 181",14.4453361,385
Total3544,-3,1.2,918991,1,0.05,250,midbottom,22,294,covariatebias,0.645179618,0.208892189,"1, 21, 41, 61, 81, 101, 141, 241, 261, 321, 341, 161, 181, 201, 281, 361, 221, 301, 381","21, 161, 241, 281, 361, 381, 41, 61, 81, 121, 141, 221, 301, 101, 201, 321, 341, 1, 181",18.31350708,385
Total3545,-3,1.2,918991,1,0.05,250,midbottom,22,294,correlation_str,0.557449089,0.575948581,"21, 41, 61, 81, 101, 141, 181, 241, 261, 321, 341, 1, 161, 281, 361, 221, 301, 381","101, 181, 201, 241, 281, 321, 361, 381, 1, 61, 81, 121, 141, 161, 221, 301, 21, 261, 341, 41",62.73333502,385
